year,k,cv_auc_mean,cv_auc_std,cv_pr_auc_mean,cv_pr_auc_std,aic,bic,pseudo_r2_mcfadden,n_obs,n_cases,n_encoded_features,n_continuous,n_binary,n_onehot,n_target_encoded,converged,runtime_seconds,variables
2019,1,0.7190426670560252,0.004655628297373282,0.003357885081655583,0.00010780454455534407,40538.16510757666,40563.10936477632,0.02289424514720373,1928260,2746,1,1,0,0,0,True,4.1,I10_NPR
2019,2,0.7184574210362799,0.005680673939304569,0.0036529153251666736,0.0001325912405010649,40460.156948566306,40497.5733343658,0.024822900453084884,1928260,2746,2,2,0,0,0,True,4.8,"I10_NPR, I10_NDX"
2019,3,0.843251434143864,0.008532034093543072,0.008757530018504111,0.00030968719149027427,36945.05772680216,36994.94624120149,0.10960515465403975,1928260,2746,3,3,0,0,0,True,6.3,"I10_NPR, I10_NDX, AGE"
2019,4,0.9938047755450585,0.0015164046558205696,0.3011016379250924,0.01338746810239672,18349.122654652612,18411.483297651776,0.5579220088225554,1928260,2746,4,3,0,0,1,True,10.9,"I10_NPR, I10_NDX, AGE, DRG"
2019,5,0.993820299102288,0.0015169989116130022,0.3010386457685436,0.013434697812955605,18351.715986930547,18426.54875852954,0.5579077061131799,1928260,2746,5,3,0,0,2,True,13.6,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA"
2019,6,0.9938290528256528,0.001544982638995167,0.30045799833952375,0.013147470803015922,18353.54931909682,18440.854219295645,0.5579117237634523,1928260,2746,6,4,0,0,2,True,15.4,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS"
2019,7,0.9975302284530759,7.613272842990898e-05,0.2704766459136822,0.009648278942362178,15342.876566697596,15754.456810492064,0.6317396948998496,1928260,2746,32,4,0,1,2,True,23.2,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC"
2019,8,0.9975321218205957,7.491303309304635e-05,0.2710972464384581,0.009536724160343311,15394.876567305975,16130.732154696083,0.6317396948851841,1928260,2746,58,4,0,2,2,True,28.2,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA"
2019,9,0.9976757065140858,5.3659811166118164e-05,0.2806411393491347,0.007736829811684379,15000.692913723295,15798.909144112564,0.641482838055518,1928260,2746,63,4,0,3,2,True,38.9,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE"
2019,10,0.9976758219473132,4.37841338184038e-05,0.2830960318546336,0.007368978695741035,14995.590420865272,15818.750908454205,0.6417022603165039,1928260,2746,65,4,0,4,2,True,45.5,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC"
2019,11,0.9976975099335874,5.633620200942203e-05,0.285938012812473,0.006955599600687462,14815.242544627192,15650.875160815958,0.6460978895044875,1928260,2746,66,4,1,4,2,True,47.0,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC, ELECTIVE"
2019,12,0.9977023606686066,5.7237114471036966e-05,0.2873314176772549,0.006664389579400188,14795.399959050466,15643.504703839064,0.6466244210368687,1928260,2746,67,4,2,4,2,True,40.2,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC, ELECTIVE, FEMALE"
2019,13,0.9977032164429689,5.479142749411222e-05,0.28808807407382986,0.007338514200601975,14774.168650368501,15722.050423955758,0.6475219090171268,1928260,2746,75,4,2,5,2,True,51.3,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC, ELECTIVE, FEMALE, PAY1"
2019,14,0.9976972537024682,5.059755960772733e-05,0.28645557569603636,0.0064377539171944186,14770.129477195682,15730.483379382771,0.6476674877121871,1928260,2746,76,4,3,5,2,True,56.9,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC, ELECTIVE, FEMALE, PAY1, HCUP_ED"
2019,15,0.9976963734402865,4.8575442197623314e-05,0.2858673137041568,0.0072293971913367176,,,,1928260,2746,77,4,4,5,2,False,54.2,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC, ELECTIVE, FEMALE, PAY1, HCUP_ED, AWEEKEND"
2019,16,0.9976912203470455,5.487462827575592e-05,0.2871587929049225,0.0076504869103827585,14850.184818642381,15897.843621028296,0.6460751752988181,1928260,2746,83,4,4,6,2,True,56.0,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC, ELECTIVE, FEMALE, PAY1, HCUP_ED, AWEEKEND, ZIPINC_QRTL"
2019,17,0.9976890717673204,5.610321792557086e-05,0.2858062001802456,0.007529205694240043,14893.324384958369,15953.455315944117,0.6450834759041763,1928260,2746,84,4,5,6,2,True,59.0,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC, ELECTIVE, FEMALE, PAY1, HCUP_ED, AWEEKEND, ZIPINC_QRTL, TRAN_IN"
2019,18,0.9976744669187033,4.963473962397125e-05,0.2825984691771361,0.006511446146694165,14970.368345802806,16192.636948586374,0.6438530238211195,1928260,2746,97,4,5,7,2,True,65.1,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC, ELECTIVE, FEMALE, PAY1, HCUP_ED, AWEEKEND, ZIPINC_QRTL, TRAN_IN, AMONTH"
2019,19,0.9976706940995029,4.861288328324315e-05,0.28275657220062544,0.00558697645903352,15115.594949899016,16400.224195681745,0.640593287430326,1928260,2746,102,4,5,8,2,True,68.6,"I10_NPR, I10_NDX, AGE, DRG, DRG_NOPOA, LOS, MDC, MDC_NOPOA, I10_SERVICELINE, PCLASS_ORPROC, ELECTIVE, FEMALE, PAY1, HCUP_ED, AWEEKEND, ZIPINC_QRTL, TRAN_IN, AMONTH, DQTR"
